Team,Opposing_Team,Pitch_Speed,Pitch_Type,Exit_Velocity,Launch_Angle,Distance
NYY,BAL,93.4,4,110.2,27,427
PIT,MIL,98.8,Sinker,113.4,33,427
ATL,NYM,86.1,Sweeper,112.4,22,427
CWS,MIN,90.1,Cutter,111.3,24,427
CIN,PIT,90.1,Slider,105.7,25,427
MIN,NYY,96.6,4,110.5,26,426
LAD,AZ,81.1,Split-Finger,113,26,426
STL,CHC,97,4,102.6,29,426
WSH,NYM,91.5,Changeup,109.6,31,426
HOU,TEX,91.4,Slider,109.9,22,426
SF,DET,92.7,Sinker,111.4,24,426
DET,CIN,91.4,4,111.1,29,426
LAD,AZ,95.9,4,112.9,22,426
TB,BAL,84.8,Changeup,104.8,32,426
TOR,LAA,87.5,4,109.1,32,426
AZ,CHC,94,4,109.5,26,426
NYY,BAL,82.6,Sweeper,112.1,31,426
CWS,CLE,89.8,Cutter,109.2,25,426
ATH,KC,94,4,105.3,33,426
BAL,TOR,92.5,4,108.8,28,426
PIT,COL,87.6,4,112,23,426
LAA,HOU,96.8,4,108.4,24,426
LAA,ATH,95.5,4,104.4,24,426
ATL,LAD,85.1,Sweeper,108.5,29,426
TEX,KC,87.8,Changeup,104.6,27,426
BAL,TB,91.2,4,108.1,28,426
COL,CHC,95.5,4,106,28,426
AZ,SEA,96.8,4,106.9,25,426
WSH,COL,96.9,4,109.8,25,426
ATL,MIA,79.2,Curveball,109.3,28,426
PHI,ATH,92.4,4,104.4,32,426
TB,STL,85.4,Curveball,111.2,31,426
TEX,ATH,87.2,Slider,108,30,426
KC,PIT,84.8,Slider,107.8,29,426
LAA,TEX,91.5,Cutter,106.8,28,426
BAL,SD,87.6,Slider,109.5,29,426
MIL,PHI,84.5,Slider,107,30,426
TEX,CLE,92.5,Cutter,108.4,27,426
CWS,KC,94,4,108.6,24,426
NYY,ATH,95.5,4,107,26,426
MIA,COL,92.8,4,105.6,30,426
BAL,MIA,86.4,Sweeper,107,31,426
ATH,MIN,83.7,Changeup,107.7,21,426
BOS,LAA,89.1,Slider,112.1,26,426
PHI,MIA,81.7,Sweeper,111,28,426
PIT,BOS,94,4,114.2,25,426
NYY,CWS,87.4,Cutter,112.6,21,426
BOS,ATH,84.2,Slider,106.8,34,426
BAL,ATL,88.3,Cutter,100.3,31,426
COL,PIT,97.3,4,104.2,25,426
SEA,ATL,90,Slider,109.7,30,426
NYY,LAD,81,Curveball,107.9,35,425
KC,AZ,89.1,Slider,107.7,31,425
STL,LAD,94,4,109.1,26,425
PHI,SD,94,4,110.9,33,425
MIL,WSH,96.3,Sinker,110,21,425
SD,SF,91.1,Sinker,108.3,22,425
NYY,BAL,90.1,Sinker,109,26,425
AZ,LAD,94.3,Sinker,108.1,34,425
MIN,DET,91.1,Sinker,111.3,35,425
MIL,HOU,96,4,107.5,32,425
ATH,MIN,92,Sinker,111.3,28,425
CLE,KC,95.4,Sinker,110.3,22,425
BAL,MIN,77,Curveball,104.4,32,425
MIA,MIN,93.7,4,108.4,26,425
COL,PIT,85.7,Slider,106.1,24,425
MIN,HOU,75.3,Curveball,105,23,425
COL,KC,85.2,Changeup,106.5,31,425
NYM,PHI,92.1,Cutter,113.9,27,425
LAA,LAD,93.5,4,109.2,24,425
SEA,KC,85.8,Changeup,106.1,23,425
CWS,TOR,89.4,4,108.3,28,425
SEA,HOU,83.6,Knuckle Curve,108.5,33,425
CHC,SEA,95.9,4,103.5,34,425
NYM,MIA,95.4,4,111.4,36,425
ATH,TEX,84.6,Slider,105.1,30,425
MIA,TB,91,Cutter,107.3,32,425
ATH,TB,94.2,4,109.4,36,425
CLE,HOU,80.7,Sweeper,104.4,25,425
COL,AZ,87.5,Slider,102.6,31,425
TB,ATH,91.3,4,107.5,29,425
CWS,CHC,92.8,4,111.1,22,425
BAL,TEX,92.6,Cutter,103.4,32,425
BAL,TEX,93.5,4,113.7,25,425
SD,MIL,93.1,4,107.7,26,425
STL,KC,85.8,Slider,109.9,26,425
SEA,TEX,80,Curveball,109.5,31,425
NYM,BAL,96.9,4,107.5,29,425
CIN,MIA,85.5,Cutter,111.4,22,425
CHC,MIN,79.2,Curveball,103.5,24,425
NYY,LAD,90.5,Split-Finger,107.4,26,425
AZ,STL,91.2,Slider,111.7,31,425
STL,LAA,97,4,110.7,34,425
KC,TEX,81.5,Slider,105.8,28,425
NYY,MIN,96.2,4,110.2,26,425
PIT,ATL,77.6,Curveball,109.3,26,425
BAL,TOR,93.4,4,109,23,425
TOR,CIN,87.8,4,108.2,36,425
BAL,CLE,93.5,4,109.4,28,425
TEX,HOU,88.9,Cutter,105.6,28,425
ATH,PHI,94.3,4,104.3,27,425
CLE,KC,93.3,4,106.6,32,425
NYY,MIL,85.4,Changeup,107.5,31,425
ATL,TB,92.4,4,109.8,35,425
PHI,NYY,88.4,Cutter,109.1,29,425
CWS,MIN,83.2,Sweeper,106,26,425
AZ,COL,89.9,Changeup,111,26,425
ATH,COL,89.8,Sinker,102.4,29,425
CLE,PIT,95.2,4,105.5,26,425
TEX,MIN,96.1,4,109.7,29,425
NYM,AZ,89.9,Cutter,111.6,33,425
PHI,COL,91.2,4,103.8,33,424
SD,COL,97.6,4,110.2,22,424
SD,AZ,89.6,Cutter,109.2,31,424
TEX,MIN,86.4,Changeup,104.5,31,424
SF,LAD,87.6,Slider,105.5,25,424
TB,LAA,91.4,Cutter,110.5,26,424
AZ,COL,77.3,Knuckle Curve,109.5,37,424
TOR,TB,87.2,Changeup,113.6,32,424
MIA,NYM,90,4,106.1,30,424
LAA,TEX,89.5,Cutter,105.5,30,424
SD,LAA,89.8,Slider,111,22,424
COL,MIA,90.1,4,102.5,30,424
PHI,NYY,89.6,Sinker,110.6,21,424
LAD,KC,93.3,4,104.7,33,424
BOS,COL,90.7,4,106.4,30,424
ATL,WSH,95.1,4,108.8,35,424
ATH,PIT,89.8,Changeup,109.7,25,424
TEX,LAA,92.9,4,112.1,25,424
SD,AZ,90.1,4,111.9,35,424
MIL,NYM,86.3,Cutter,105.4,33,424
BOS,SF,84.9,Knuckle Curve,107.3,29,424
TOR,BOS,82.8,Changeup,106.4,22,424
CHC,PHI,92.5,4,106.3,27,424
ATL,LAD,95.2,4,109.1,26,424
MIA,TB,94.2,4,105.5,29,424
TOR,MIA,96.8,4,109.1,23,424
NYM,COL,90.1,Slider,107.2,24,424
CLE,KC,96.6,Sinker,106.4,36,424
TOR,MIA,96.3,Sinker,110,22,424
DET,PHI,88.4,Slider,107.8,25,424
DET,MIN,83.9,Slider,108.9,31,424
COL,SF,94.2,4,105,31,424
LAD,PHI,88.9,Knuckle Curve,108.2,24,424
ATL,HOU,82.2,Knuckle Curve,108.5,28,424
AZ,CLE,95.8,4,105.1,27,424
MIA,PHI,82.1,Slider,107.6,29,424
SEA,TEX,95.2,4,111.8,28,424
ATH,LAA,85.2,Changeup,102.6,33,424
NYY,WSH,85.8,Knuckle Curve,107.2,31,424
CHC,WSH,92.1,4,105.8,29,424
ATL,CLE,83.3,Changeup,108.8,29,424
SEA,ATH,79.1,Curveball,110.7,23,424
MIA,LAD,81.7,Sweeper,109.1,31,424
LAD,BOS,88.6,Slider,105.7,32,424
BOS,BAL,94.9,4,109.5,20,424
SF,BAL,93.9,4,107.8,21,424
CLE,BAL,85.2,Cutter,108.9,29,424
ATH,LAD,92.6,Sinker,105.7,31,424
PHI,ATL,93.9,Sinker,109.5,29,423
NYY,BAL,90.9,Sinker,109.7,22,423
HOU,LAA,79.4,Changeup,106.2,27,423
NYY,MIA,94,Sinker,106.6,29,423
AZ,CIN,89.5,Cutter,106.9,25,423
DET,LAD,91.6,4,108.5,25,423
LAA,ATH,86.3,Slider,107.5,26,423
MIA,LAD,80.8,Curveball,108.1,26,423
CWS,WSH,93.4,4,107.4,26,423
TB,ATH,84,Slider,111.4,20,423
TOR,CIN,98.3,4,109.5,24,423
LAD,CHC,79.8,Changeup,108.4,26,423
SEA,LAA,96.2,4,108.1,24,423
SF,COL,82.7,Slider,105.2,24,423
TEX,LAA,96.2,4,104.8,33,423
SEA,SF,82.9,Sweeper,107.8,24,423
HOU,PHI,92.5,4,107.7,31,423
AZ,SD,90.5,Cutter,109.5,28,423
SD,ATL,87.1,Slider,104.7,26,423
TEX,CWS,86.7,Cutter,114.7,25,423
CIN,CHC,92.4,4,117.4,28,423
SF,LAD,90.6,Split-Finger,108.4,33,423
LAD,COL,94.5,4,106.1,29,423
NYY,LAA,77.1,Changeup,108.1,30,423
CWS,MIN,87.3,Cutter,112.5,28,423
NYY,BOS,95.3,Sinker,108.1,28,423
ATL,SF,90.8,Sinker,109.1,32,423
BOS,SD,79.3,Curveball,106.3,26,423
HOU,ATL,93.3,Cutter,114.3,21,423
ATH,HOU,91,4,101.3,36,423
BOS,CIN,93.4,4,104.2,30,423
STL,ATL,90.4,Sinker,104.5,29,423
CIN,ATH,97.4,4,103.9,31,423
HOU,AZ,87.4,Cutter,108.7,31,423
AZ,LAD,94.2,4,108,31,423
TOR,MIA,89,Cutter,108.3,26,423
ATH,MIL,94.7,Sinker,106.6,26,423
TB,CHC,98,4,105.2,22,423
NYY,TB,86.2,Slider,107.3,30,423
STL,TB,85.5,Changeup,107,27,423
CHC,WSH,94.8,4,107.2,28,423
TB,WSH,75.3,Curveball,104,27,423
AZ,LAD,90.9,4,104.7,26,423
ATL,WSH,88.1,Slider,110.1,35,423
LAA,NYY,93,4,112,23,423
TOR,PIT,83.1,Sweeper,105.5,30,423
ATH,KC,92.5,Sinker,112.7,24,423
CHC,STL,91.8,Sinker,109.1,23,423
KC,ATL,85.4,Slider,104.4,27,423
CIN,CLE,91.8,Sinker,109.8,26,423
TOR,TB,88.4,Changeup,112.7,17,423
ATH,CWS,77.8,Sweeper,109.6,26,423
MIA,TOR,84.6,Slider,107.5,26,422
TOR,MIN,92.4,4,106.6,30,422
CIN,CHC,91.2,4,107.3,27,422
MIA,NYM,98.4,Sinker,109,35,422
SEA,COL,84.7,Slider,108.3,24,422
STL,SD,80.8,Curveball,103.2,29,422
SD,ATL,85,Slider,109.7,24,422
ATH,DET,94.4,Sinker,103.2,27,422
BOS,ATH,83.1,Sweeper,103.1,29,422
PIT,DET,92.6,4,106.3,26,422
BAL,KC,83,Curveball,109.6,32,422
WSH,PHI,78.8,Knuckle Curve,108.1,23,422
BOS,TEX,83.7,Split-Finger,106.9,33,422
LAA,ATH,94.9,4,111,27,422
ATL,MIA,98.4,4,106.5,24,422
CWS,MIN,96.8,4,105.3,29,422
WSH,SF,92.2,4,107.8,23,422
CLE,NYM,93.2,4,105.5,25,422
LAD,AZ,96.4,4,109.2,27,422
KC,MIA,99,4,104.6,25,422
ATL,STL,89.8,Cutter,106.3,22,422
AZ,SF,95,4,104.1,29,422
CLE,WSH,92.2,4,109.8,31,422
BOS,TOR,73.9,Curveball,105.5,25,422
ATL,MIA,88.5,Slider,104.9,27,422
SF,COL,91.9,4,104.5,26,422
SD,AZ,95.3,4,111.7,24,422
BOS,TOR,82.5,Split-Finger,111.1,27,422
BAL,NYY,93.8,4,114.3,21,422
SEA,CIN,93.9,4,110.5,33,422
ATL,TEX,85.5,Slider,108.6,24,422
KC,BAL,97.2,4,111.5,23,422
MIL,STL,84.7,Changeup,104.4,27,422
MIA,COL,85.4,Changeup,100.8,30,422
MIN,AZ,92.3,Cutter,106.1,23,422
PHI,AZ,83.6,Slider,103.5,27,422
LAA,PHI,88.4,Slider,108.5,27,422
STL,LAD,93.5,Cutter,110,24,422
TOR,BOS,89.2,Cutter,102.5,29,422
TEX,BAL,92.1,4,108.4,30,422
ATL,WSH,94.7,4,109.2,27,422
SD,CIN,86.6,Changeup,106.9,27,422
SEA,KC,76.3,Curveball,110.5,36,422
SEA,ATL,86.9,Split-Finger,109.6,26,422
TOR,LAD,85,Sweeper,109,21,422
COL,CHC,83.6,Knuckle Curve,103.9,33,422
LAD,SD,95.5,4,103.9,31,422
CHC,SEA,94.6,4,102.8,33,422
LAD,SF,76.4,Curveball,111.8,28,422
MIA,ATH,95.6,4,106.5,28,422
STL,KC,86.6,4,108.5,29,422
WSH,KC,84.6,Slider,108,22,422
KC,TOR,87.3,Cutter,103.5,29,422
PHI,NYM,87,Slider,107.1,32,422
PHI,COL,88.2,Slider,104.1,31,422
SEA,LAA,85.9,Cutter,105.2,27,422
LAA,SEA,94.5,Sinker,108.9,34,422
ATL,KC,92.8,4,102.1,32,422
MIA,NYY,97.8,4,111.5,21,421
SEA,CLE,85.3,Cutter,103.3,30,421
HOU,TEX,89,Changeup,110,27,421
LAA,TEX,87.6,Slider,107.2,28,421
DET,MIN,80.9,Sweeper,107,33,421
SD,AZ,85.7,Slider,107.1,27,421
COL,CLE,81.3,Curveball,104.3,31,421
HOU,COL,87.5,Changeup,107,26,421
TOR,CLE,94,4,109.7,34,421
SF,SD,84.5,Sweeper,106.5,28,421
PIT,MIN,84.6,Slider,105.4,28,421
PIT,COL,80,Curveball,101,36,421
MIA,NYM,93.4,4,104.5,29,421
TEX,LAA,82.1,Sweeper,105.4,25,421
BOS,CLE,93.3,4,104.9,25,421
MIA,SEA,80.1,Sweeper,108.7,27,421
STL,AZ,89.6,Cutter,106.4,31,421
ATH,LAA,82.8,Sweeper,103.8,26,421
STL,CIN,91.9,Slider,110.2,30,421
TOR,NYY,94.5,4,110.4,29,421
PHI,CLE,89.4,4,110.6,23,421
COL,CWS,80.2,Curveball,100.7,25,421
COL,SD,90,Cutter,108.7,21,421
PIT,NYM,82.9,Sweeper,109.6,20,421
LAD,KC,93.3,Sinker,102.4,31,421
BAL,PHI,79.5,Changeup,108.5,25,421
COL,ATL,91.6,4,108.5,22,421
NYY,MIA,96.7,4,110.1,28,421
LAA,BAL,98.2,Sinker,108,30,421
WSH,PHI,92.4,4,108,22,421
CIN,MIA,85.8,Curveball,106.1,25,421
MIA,ATL,82.6,Changeup,104.2,33,421
SEA,LAA,87.1,Sinker,105.8,30,421
LAA,DET,96.8,4,107.3,34,421
MIN,TOR,94.5,4,108.2,28,421
MIN,SEA,85.7,Changeup,108.3,22,421
ATH,ATL,90,Sinker,105.5,23,421
TB,CLE,93.7,Sinker,111.6,28,421
TOR,BOS,95.5,4,107,23,421
LAD,KC,97.1,4,107,26,421
TB,CHC,85.2,Sweeper,105,24,421
LAD,STL,92.6,Sinker,109.5,33,421
TB,WSH,92.5,4,108.9,24,421
ATL,CWS,90.6,Changeup,104.6,26,421
KC,PIT,89.5,Changeup,114.1,19,421
PHI,WSH,81.6,Changeup,110.4,25,421
MIN,AZ,95.6,Sinker,109.8,26,421
TEX,LAA,77,Curveball,105.2,29,421
WSH,BAL,85.8,Slider,106.8,30,421
NYY,BAL,95.7,4,106.1,29,421
ATH,CIN,99.4,4,105.9,29,421
PHI,WSH,85.9,Changeup,103.8,24,421
SEA,TEX,92.3,Sinker,108.7,28,420
SEA,NYY,89.8,4,106,26,420
BAL,SD,91,4,108.1,31,420
BAL,CWS,81.8,Curveball,108.3,31,420
DET,AZ,85.5,Changeup,105.3,26,420
PHI,STL,87.1,Changeup,111.9,23,420
CWS,CHC,88.9,4,108.8,26,420
LAA,KC,86.5,Slider,107.3,22,420
SD,AZ,88,Cutter,106.9,24,420
WSH,NYM,88.5,Cutter,112.5,20,420
AZ,TB,94.2,4,106,29,420
LAD,SD,97.8,4,108.6,31,420
LAA,SEA,95.3,Sinker,106.1,28,420
NYM,CLE,97.1,4,107.1,28,420
BAL,NYY,81.3,Curveball,104.8,31,420
WSH,LAA,82,Knuckle Curve,107.5,24,420
CHC,AZ,86.3,Changeup,106,29,420
MIN,SEA,93.6,Cutter,106.7,28,420
LAD,COL,87.5,Knuckle Curve,102.9,30,420
CLE,MIL,96.3,Sinker,105,26,420
STL,CHC,81.5,Slider,106.5,29,420
LAA,PHI,97.9,4,109.1,25,420
NYM,ATL,89,Cutter,105.7,34,420
MIN,CHC,94.3,4,106.8,36,420
MIA,CIN,78.4,Changeup,108.7,31,420
BOS,MIN,96.9,4,109.5,32,420
CWS,TEX,90.3,Sinker,105.4,28,420
WSH,PHI,96.8,Sinker,106.5,23,420
NYY,ATL,92.9,Cutter,102,30,420
ATH,PHI,96,Sinker,102.3,25,420
SF,MIA,83.7,Slider,109.9,25,420
TEX,MIL,89.2,Changeup,111.9,22,420
TOR,DET,85,Slider,105,31,420
MIN,DET,94.4,Sinker,107,25,420
TEX,SEA,88.6,Slider,111.9,32,420
SEA,HOU,94.5,4,106.6,30,420
TOR,SF,80.6,Knuckle Curve,105.4,28,420
TOR,MIN,85.1,Split-Finger,105.5,28,420
PHI,MIA,95.3,4,106.4,27,420
LAD,BAL,93.5,4,105.4,31,420
MIL,PHI,82.7,Knuckle Curve,110.3,28,420
PIT,ATH,85.8,Slider,108.6,33,420
BAL,SF,91.1,Split-Finger,107.8,30,420
SF,CLE,80.5,Sweeper,108.3,25,420
CHC,SD,90.9,4,107.6,26,420
NYM,WSH,86.5,4,105.1,23,420
MIN,MIL,92.4,4,105.3,28,420
HOU,LAA,83.5,Cutter,104.3,32,420
TOR,ATH,87.8,Slider,108.7,25,420
COL,HOU,94.5,4,108.5,23,420
AZ,HOU,91.2,4,106.5,25,420
TEX,BAL,85.5,Split-Finger,108,24,420
MIN,LAA,73.7,Curveball,108.8,35,419
TB,TOR,85.9,Slider,108.8,28,419
NYY,BOS,94,4,107.6,28,419
LAD,PHI,96.4,Sinker,108.8,26,419
PIT,CHC,93.6,4,106,31,419
NYM,WSH,78.5,Sweeper,106.9,36,419
TB,SEA,93.7,4,106.4,29,419
LAD,ATL,84.4,Slider,108.4,24,419
STL,CHC,88,Slider,105.9,34,419
ATH,LAA,90.6,Changeup,103,35,419
ATL,WSH,92.6,4,106.2,29,419
LAD,SF,90.7,Cutter,110.3,27,419
ATH,TEX,90.6,Sinker,105.9,24,419
SD,AZ,94.1,4,105.8,31,419
SF,PIT,94.2,4,107,29,419
CIN,SD,94,Sinker,106.7,32,419
ATL,NYM,91.7,Sinker,106.4,31,419
COL,KC,95.3,4,110.8,24,419
NYY,DET,90.4,Sinker,108.1,26,419
LAD,CIN,87,4,108,27,419
AZ,TB,90.7,Cutter,106.7,29,419
TOR,TB,88.6,Changeup,107.2,24,419
STL,MIL,89.7,Cutter,107.1,29,419
AZ,SF,79.9,Curveball,108.8,29,419
LAA,TOR,96.6,Sinker,106.4,25,419
MIN,TOR,88,Slider,105.9,29,419
LAA,ATH,92.2,4,108.4,31,419
SEA,SD,92.9,4,107.2,30,419
STL,LAA,87.1,4,107,27,419
BOS,NYY,94.2,4,104.2,28,419
ATL,MIA,87.7,Cutter,108.4,39,419
ATH,WSH,94.3,4,107.7,27,419
BOS,KC,84.8,Slider,109.9,22,419
BAL,COL,91.1,4,103.9,27,419
TB,ATH,84.9,Slider,105.4,32,419
SEA,KC,81.9,Slider,110.3,32,419
NYM,CWS,91.9,Sinker,113.1,20,419
SEA,CHC,94.2,4,106.3,27,419
LAD,COL,87.4,Slider,107.8,40,419
DET,BAL,92.4,4,103.9,27,419
ATL,NYM,81.1,Curveball,109.8,26,419
WSH,CWS,88.5,4,111.7,25,419
ATL,WSH,93.3,4,107.7,23,419
AZ,ATL,94.3,4,110.7,21,419
HOU,STL,88.6,Changeup,107.6,21,419
NYM,DET,81.2,Curveball,108,32,419
MIL,KC,84.6,Changeup,107.4,32,419
LAD,CHC,82.3,Split-Finger,104.9,24,419
STL,CHC,76.6,Curveball,104.7,26,419
COL,AZ,94.3,4,103.3,37,419
NYY,TEX,92.2,Sinker,111,28,419
MIA,BOS,87.8,Changeup,104.6,25,419
SF,MIL,90.8,4,106.8,32,419
AZ,SF,77.3,Curveball,103.3,32,419
MIL,CHC,92.4,Sinker,104.5,25,419
ATH,KC,86.7,Cutter,104.9,31,419
KC,BAL,95.8,4,106.1,27,419
MIN,AZ,94.1,Sinker,109.7,19,419
TOR,TB,91.9,Sinker,108.9,28,419
COL,AZ,93.5,4,109.4,27,419
COL,AZ,94,4,103.8,29,419
MIN,CLE,81.5,Changeup,108.7,30,419
COL,SD,80.3,Sweeper,108.2,26,419
KC,BAL,89.3,Slider,106.3,25,419
LAA,BAL,95.1,4,107.7,26,419
NYM,WSH,78.9,Curveball,106,35,419
SF,MIN,85.6,Changeup,107.5,25,418
NYM,MIL,90.7,Sinker,109.4,37,418
SEA,ATL,91.5,4,106.8,35,418
KC,CLE,92.6,Cutter,103.2,20,418
TEX,ATH,93.4,Sinker,113.7,26,418
TOR,KC,93.6,4,106.8,27,418
NYM,SD,92.9,Cutter,109.7,23,418
AZ,ATL,93.8,4,101,31,418
CLE,CWS,88.1,Cutter,109.3,23,418
CHC,PHI,97.4,4,105.3,24,418
COL,PHI,84.3,Slider,107.2,31,418
WSH,MIN,94.9,4,102.9,31,418
LAD,DET,95.6,4,111.6,32,418
LAA,ATH,92.8,Sinker,103.1,28,418
LAD,CHC,91.8,4,106.9,35,418
MIA,NYY,89.5,Sweeper,107.6,22,418
PHI,MIA,89.2,Slider,106.4,32,418
NYY,SEA,92.4,Sinker,110.9,26,418
LAA,TOR,87.6,Slider,109,28,418
HOU,BOS,92.1,4,109.1,25,418
SF,WSH,92.5,4,104.9,31,418
WSH,SF,93,4,107.6,23,418
STL,ATH,96.4,4,113,26,418
CHC,PIT,78.4,Slider,101.5,32,418
CLE,BOS,80,Curveball,104.9,28,418
STL,HOU,80.1,Curveball,108.4,21,418
LAD,ATH,90.3,Sinker,109.6,21,418
CHC,PIT,98.1,4,105.6,27,418
LAA,KC,93.1,4,105.3,25,418
CLE,CWS,88.2,Cutter,108.4,31,418
SEA,KC,82.1,Sweeper,106.5,26,418
ATH,WSH,96.2,4,107.4,22,418
CHC,AZ,91.3,4,105.6,32,418
KC,MIN,93.8,4,109.3,23,418
NYY,TOR,96.8,4,112.7,24,418
ATL,MIN,85.2,Changeup,103.4,31,418
BOS,TB,87.1,Slider,108.7,28,418
SF,AZ,94.8,4,104,27,418
COL,LAD,79.1,Curveball,103,29,418
TOR,AZ,90.6,Sinker,110.8,21,418
MIA,PIT,95.6,4,103.4,30,418
AZ,CHC,79.2,Sweeper,102.6,32,418
SF,COL,86.8,Slider,110.7,21,418
CHC,MIL,89.2,Changeup,106.7,27,418
TEX,PIT,85.2,Changeup,105.2,34,418
COL,MIA,87.6,Slider,106.9,27,418
ATL,AZ,76.2,Slider,106.8,28,418
ATH,NYY,80.6,Split-Finger,103.5,39,418
MIN,TEX,90,4,110.9,22,418
BOS,MIN,94.4,4,103,26,418
PHI,COL,89.7,Changeup,106.7,26,418
TB,BAL,91.2,4,101.8,25,418
LAD,PIT,97.4,4,108.1,28,418
CWS,NYY,88.1,Sinker,107.2,26,418
MIL,CIN,87.5,Cutter,106.4,31,418
NYY,AZ,93.3,Cutter,106.7,29,418
MIA,STL,94.5,4,104.8,30,418
KC,MIL,87.5,Slider,108.2,27,418
PHI,SD,81.4,Knuckle Curve,105,30,418
HOU,MIN,97.5,4,108.4,28,418
CWS,LAD,87.3,Slider,110.9,28,418
LAD,COL,86.6,Slider,104,28,418
ATH,HOU,95.5,Sinker,109.9,20,418
CIN,TEX,83.1,Slider,107.2,26,418
CIN,AZ,86,Curveball,103.2,24,418
WSH,KC,86.5,Changeup,102.7,33,418
ATL,CHC,79.4,Curveball,108.8,35,417
TOR,CIN,92.8,4,108.7,23,417
SEA,MIA,91.8,4,112.5,28,417
PIT,LAA,95.4,Sinker,104.1,34,417
AZ,SF,95.3,4,109.3,28,417
MIN,TB,95.4,Sinker,108.8,27,417
SEA,MIA,90.9,Changeup,108.6,26,417
DET,CWS,88,Cutter,114.3,27,417
TB,TOR,79.7,Slider,109.7,21,417
MIA,SD,89.7,Cutter,111,21,417
LAD,ATH,92.4,Sinker,109.1,28,417
TEX,ATH,83.1,Slider,105.8,35,417
STL,ATL,85,Slider,108.8,38,417
HOU,TOR,85.6,Slider,106.5,25,417
CHC,ATH,92.3,4,102.2,29,417
PHI,LAD,93.2,4,109,24,417
STL,SD,91.6,Sinker,108.1,24,417
AZ,TEX,91.9,Sinker,105.6,26,417
LAD,CHC,92.4,4,104.8,26,417
TEX,ATH,92.6,4,103.1,29,417
SD,NYY,80.9,Sweeper,107.5,28,417
ATH,SEA,95.2,4,110.6,23,417
CLE,TEX,91.3,Changeup,106.8,28,417
ATH,TOR,84.1,Changeup,102.2,25,417
MIN,KC,85.1,Slider,110.7,23,417
LAA,MIA,87.1,Slider,106,27,417
ATL,NYM,92.2,Cutter,105.8,25,417
BAL,PHI,97,4,106.3,31,417
LAD,TOR,86.2,Changeup,107.8,27,417
SEA,TB,87.5,Sweeper,108.1,28,417
BAL,ATH,85.6,Slider,105.9,31,417
CIN,MIL,87.7,Slider,109.9,25,417
BOS,COL,89.1,Split-Finger,113,21,417
NYM,COL,93.4,4,109.6,23,417
ATL,BOS,87.9,Slider,107.7,35,417
SF,COL,94.8,4,105.7,25,417
HOU,ATH,97.2,4,106.3,29,417
ATH,TOR,91.3,Sinker,111.3,23,417
BAL,COL,96.7,4,108.1,27,417
SEA,NYY,96.9,4,107.1,30,417
CIN,KC,93.5,4,106.4,26,417
COL,MIA,95.6,4,103.7,28,417
LAA,CWS,86.7,Cutter,109.6,34,417
BAL,TOR,91.6,4,110.6,22,417
DET,ATH,92.7,Sinker,107.6,37,417
KC,TOR,84.3,Split-Finger,108.2,26,417
NYM,STL,87.3,Changeup,105.7,24,417
CHC,ATH,67.2,Other,105.7,33,417
NYY,ATH,87.1,Slider,107,24,417
AZ,BOS,96.1,4,103.1,30,417
DET,ATH,95.3,4,104,30,417
LAD,NYY,93.7,Sinker,105.5,31,417
MIA,DET,84.3,Slider,106.7,24,417
BAL,HOU,96.5,4,108.3,28,417
AZ,MIA,89.3,Slider,107,30,417
TEX,BAL,92.3,4,108.4,30,417
COL,NYY,93.9,4,104.6,35,417
PHI,DET,86.6,Slider,107.4,22,417
HOU,MIA,94.5,4,113.2,18,417
ATL,MIL,93.3,4,106.4,28,417
BAL,TOR,95.8,4,105.8,22,417
KC,TEX,80.7,Slider,102.7,30,417
TEX,BOS,93.5,Sinker,107.4,27,417
NYY,BOS,78.2,Knuckle Curve,105.8,23,417
TB,TEX,97.8,4,105.3,23,417
NYM,LAD,95.5,Sinker,106.6,34,417
BAL,TB,88.3,Cutter,107.7,30,417
SD,SF,86.2,Slider,106.1,27,417
ATH,LAA,85.8,Knuckle Curve,106.3,32,417
SF,CHC,90.9,4,107,32,417
PHI,BAL,84.6,Sweeper,106.9,24,417
CLE,KC,92.9,4,104.1,31,417
HOU,LAA,94.7,4,106.3,25,417
MIA,PHI,97.3,Sinker,103.9,28,417
PHI,TEX,83.3,Slider,104,26,417
PHI,STL,83.6,Sweeper,102.1,32,417
ATL,PHI,93.9,Sinker,107.6,30,417
CIN,STL,95.5,4,112.6,24,417
ATL,LAA,88.9,Slider,102.4,30,417
MIN,MIL,94.2,4,109.5,22,417
HOU,LAD,96.2,4,107.5,28,417
CIN,ATH,92.8,4,106.7,25,417
LAD,ATL,93.7,4,106.4,33,416
PIT,DET,91.6,Cutter,106.1,23,416
LAA,ATH,91,4,103.6,31,416
TB,CWS,87.5,Slider,105.6,27,416
AZ,CHC,92.1,4,107.5,22,416
ATL,BOS,86.8,Slider,112.3,28,416
LAA,BAL,83.2,Slider,104.5,31,416
MIN,COL,87.5,Cutter,107.3,41,416
ATL,HOU,91.1,4,106.6,27,416
ATH,HOU,96.5,Sinker,105.6,31,416
SEA,KC,94.2,4,104.3,28,416
NYM,SD,93,4,108.2,29,416
CWS,MIN,83.1,Slider,107.3,25,416
BAL,CHC,82.6,Sweeper,110.7,23,416
CHC,COL,84.3,Knuckle Curve,108.1,22,416
COL,TEX,88.2,Cutter,103.9,25,416
NYM,COL,88.7,Cutter,103.5,24,416
